index,name,prey name,availability
145,pPREY1LPL1,sciaenidae,0.00155615853145719
146,pPREY2LPL1,sciaenidae,1.96037435671315e-4
149,pPREY1DWF1,sciaenidae,0
150,pPREY2DWF1,sciaenidae,0
153,pPREY1MEN1,sciaenidae,0
154,pPREY2MEN1,sciaenidae,0
157,pPREY1PIN1,sciaenidae,0
158,pPREY2PIN1,sciaenidae,0
161,pPREY1MPL1,sciaenidae,0
162,pPREY2MPL1,sciaenidae,0
165,pPREY1SPL1,sciaenidae,0.00142248964402825
166,pPREY2SPL1,sciaenidae,0.00450084544718266
169,pPREY1TIP1,sciaenidae,6.44619984086603e-4
170,pPREY2TIP1,sciaenidae,0.203915864229202
173,pPREY1BEN1,sciaenidae,0
174,pPREY2BEN1,sciaenidae,0
177,pPREY1LGS1,sciaenidae,2.01443835976534e-4
178,pPREY2LGS1,sciaenidae,0.0637237131595612
181,pPREY1FIL1,sciaenidae,0
182,pPREY2FIL1,sciaenidae,0
185,pPREY1SMS1,sciaenidae,0
186,pPREY2SMS1,sciaenidae,0
189,pPREY1RAY1,sciaenidae,0
190,pPREY2RAY1,sciaenidae,0
193,pPREY1BSH1,sciaenidae,0
194,pPREY2BSH1,sciaenidae,0
197,pPREY1WSH1,sciaenidae,0
198,pPREY2WSH1,sciaenidae,0
201,pPREY1PSH1,sciaenidae,0
202,pPREY2PSH1,sciaenidae,0
205,pPREY1OSH1,sciaenidae,0
206,pPREY2OSH1,sciaenidae,0
209,pPREY1DBR1,sciaenidae,0
210,pPREY2DBR1,sciaenidae,1.44670053714435e-7
213,pPREY1SBR1,sciaenidae,0
214,pPREY2SBR1,sciaenidae,2.31471676670481e-6
217,pPREY1MAN1,sciaenidae,0
218,pPREY2MAN1,sciaenidae,0
221,pPREY1MYS1,sciaenidae,0
222,pPREY2MYS1,sciaenidae,0
225,pPREY1DOL1,sciaenidae,3.61471524229273e-4
226,pPREY2DOL1,sciaenidae,0.0702510997653008
229,pPREY1DDO1,sciaenidae,0
230,pPREY2DDO1,sciaenidae,0
233,pPREY1LOG1,sciaenidae,0
234,pPREY2LOG1,sciaenidae,0
237,pPREY1KMP1,sciaenidae,0
238,pPREY2KMP1,sciaenidae,0
241,pPREY1TUR1,sciaenidae,0
242,pPREY2TUR1,sciaenidae,0
1,pPREY1GAG1,ladyfish,0
2,pPREY2GAG1,ladyfish,0
5,pPREY1RGR1,ladyfish,0
6,pPREY2RGR1,ladyfish,0
9,pPREY1SCM1,ladyfish,0.194594398140907
10,pPREY2SCM1,ladyfish,0.00381023995578289
13,pPREY1SSR1,ladyfish,0.0324323996901512
14,pPREY2SSR1,ladyfish,6.35039992630482e-4
17,pPREY1DSR1,ladyfish,0.129729598760605
18,pPREY2DSR1,ladyfish,0.00254015997052193
21,pPREY1RSN1,ladyfish,0.108107998967171
22,pPREY2RSN1,ladyfish,0.00211680005304515
25,pPREY1VSN1,ladyfish,0.0243242997676134
26,pPREY2VSN1,ladyfish,4.76279994472861e-4
29,pPREY1LUT1,ladyfish,0
30,pPREY2LUT1,ladyfish,0
33,pPREY1BIO1,ladyfish,0
34,pPREY2BIO1,ladyfish,0
37,pPREY1LRF1,ladyfish,0
38,pPREY2LRF1,ladyfish,0
41,pPREY1SRF1,ladyfish,0.00347489980049431
42,pPREY2SRF1,ladyfish,0
45,pPREY1BDR1,ladyfish,0
46,pPREY2BDR1,ladyfish,0
49,pPREY1RDR1,ladyfish,0
50,pPREY2RDR1,ladyfish,0
53,pPREY1SEA1,ladyfish,0
54,pPREY2SEA1,ladyfish,0
57,pPREY1SCI1,ladyfish,0
58,pPREY2SCI1,ladyfish,0
61,pPREY1LDY1,ladyfish,0
62,pPREY2LDY1,ladyfish,0
65,pPREY1MUL1,ladyfish,0
66,pPREY2MUL1,ladyfish,0
69,pPREY1POM1,ladyfish,0
70,pPREY2POM1,ladyfish,0
73,pPREY1SHP1,ladyfish,0
74,pPREY2SHP1,ladyfish,0
77,pPREY1SNK1,ladyfish,0.0208493992686272
78,pPREY2SNK1,ladyfish,0.02721600048244
81,pPREY1FLT1,ladyfish,0
82,pPREY2FLT1,ladyfish,0
85,pPREY1ODF1,ladyfish,0
86,pPREY2ODF1,ladyfish,0
89,pPREY1SDF1,ladyfish,0
90,pPREY2SDF1,ladyfish,0
93,pPREY1YTN1,ladyfish,0
94,pPREY2YTN1,ladyfish,0
97,pPREY1BTN1,ladyfish,0
98,pPREY2BTN1,ladyfish,0
101,pPREY1LTN1,ladyfish,0
102,pPREY2LTN1,ladyfish,0
105,pPREY1OTN1,ladyfish,0
106,pPREY2OTN1,ladyfish,0.00251999776810408
109,pPREY1SWD1,ladyfish,0
110,pPREY2SWD1,ladyfish,0
113,pPREY1WMR1,ladyfish,0
114,pPREY2WMR1,ladyfish,0
117,pPREY1BMR1,ladyfish,0
118,pPREY2BMR1,ladyfish,0
121,pPREY1BIL1,ladyfish,0
122,pPREY2BIL1,ladyfish,0
125,pPREY1AMB1,ladyfish,0
126,pPREY2AMB1,ladyfish,0
129,pPREY1JCK1,ladyfish,0
130,pPREY2JCK1,ladyfish,0
133,pPREY1KMK1,ladyfish,0
134,pPREY2KMK1,ladyfish,0
137,pPREY1SMK1,ladyfish,0
138,pPREY2SMK1,ladyfish,0
141,pPREY1SAR1,ladyfish,0
142,pPREY2SAR1,ladyfish,0
145,pPREY1LPL1,ladyfish,0
146,pPREY2LPL1,ladyfish,0
149,pPREY1DWF1,ladyfish,0
150,pPREY2DWF1,ladyfish,0
153,pPREY1MEN1,ladyfish,0
154,pPREY2MEN1,ladyfish,0
157,pPREY1PIN1,ladyfish,0
158,pPREY2PIN1,ladyfish,0
161,pPREY1MPL1,ladyfish,0
162,pPREY2MPL1,ladyfish,0
165,pPREY1SPL1,ladyfish,0
166,pPREY2SPL1,ladyfish,0
169,pPREY1TIP1,ladyfish,0.21966926753521
170,pPREY2TIP1,ladyfish,0.215060830116272
173,pPREY1BEN1,ladyfish,0
174,pPREY2BEN1,ladyfish,0
177,pPREY1LGS1,ladyfish,0.0686466470360756
178,pPREY2LGS1,ladyfish,0.067206509411335
181,pPREY1FIL1,ladyfish,0
182,pPREY2FIL1,ladyfish,0
185,pPREY1SMS1,ladyfish,0
186,pPREY2SMS1,ladyfish,0
189,pPREY1RAY1,ladyfish,0
190,pPREY2RAY1,ladyfish,0
193,pPREY1BSH1,ladyfish,0
194,pPREY2BSH1,ladyfish,0
197,pPREY1WSH1,ladyfish,0
198,pPREY2WSH1,ladyfish,0
201,pPREY1PSH1,ladyfish,0
202,pPREY2PSH1,ladyfish,0
205,pPREY1OSH1,ladyfish,0
206,pPREY2OSH1,ladyfish,0
209,pPREY1DBR1,ladyfish,0
210,pPREY2DBR1,ladyfish,7.6204798915569e-7
213,pPREY1SBR1,ladyfish,0
214,pPREY2SBR1,ladyfish,6.0782399486925004e-06
217,pPREY1MAN1,ladyfish,0
218,pPREY2MAN1,ladyfish,0
221,pPREY1MYS1,ladyfish,0
222,pPREY2MYS1,ladyfish,0
225,pPREY1DOL1,ladyfish,0.173070594668388
226,pPREY2DOL1,ladyfish,0.104075685143471
229,pPREY1DDO1,ladyfish,0
230,pPREY2DDO1,ladyfish,0
233,pPREY1LOG1,ladyfish,0
234,pPREY2LOG1,ladyfish,0
237,pPREY1KMP1,ladyfish,0
238,pPREY2KMP1,ladyfish,0
241,pPREY1TUR1,ladyfish,0
242,pPREY2TUR1,ladyfish,0
1,pPREY1GAG1,mullets,0
2,pPREY2GAG1,mullets,0
5,pPREY1RGR1,mullets,0
6,pPREY2RGR1,mullets,0
9,pPREY1SCM1,mullets,0.0266716778278351
10,pPREY2SCM1,mullets,0.00148175994399935
13,pPREY1SSR1,mullets,0.00444527994841337
14,pPREY2SSR1,mullets,2.46960000367835e-4
17,pPREY1DSR1,mullets,0.0177811197936535
18,pPREY2DSR1,mullets,9.87839885056019e-4
21,pPREY1RSN1,mullets,0.0148176001384854
22,pPREY2RSN1,mullets,8.23199981823564e-4
25,pPREY1VSN1,mullets,0.00333396019414067
26,pPREY2VSN1,mullets,1.85219992999919e-4
29,pPREY1LUT1,mullets,0
30,pPREY2LUT1,mullets,0
33,pPREY1BIO1,mullets,0
34,pPREY2BIO1,mullets,0
37,pPREY1LRF1,mullets,0
38,pPREY2LRF1,mullets,0
41,pPREY1SRF1,mullets,0
42,pPREY2SRF1,mullets,0
45,pPREY1BDR1,mullets,0
46,pPREY2BDR1,mullets,0
49,pPREY1RDR1,mullets,0.015240958891809
50,pPREY2RDR1,mullets,0
53,pPREY1SEA1,mullets,0.152409583330154
54,pPREY2SEA1,mullets,4.57228779282559e-8
57,pPREY1SCI1,mullets,0
58,pPREY2SCI1,mullets,0
61,pPREY1LDY1,mullets,0
62,pPREY2LDY1,mullets,0
65,pPREY1MUL1,mullets,0
66,pPREY2MUL1,mullets,0
69,pPREY1POM1,mullets,0
70,pPREY2POM1,mullets,0
73,pPREY1SHP1,mullets,0
74,pPREY2SHP1,mullets,0
77,pPREY1SNK1,mullets,0.0190511979162693
78,pPREY2SNK1,mullets,0.0105839995667338
81,pPREY1FLT1,mullets,0
82,pPREY2FLT1,mullets,0
85,pPREY1ODF1,mullets,0
86,pPREY2ODF1,mullets,0
89,pPREY1SDF1,mullets,0.30239999294281
90,pPREY2SDF1,mullets,0.00235199998132885
93,pPREY1YTN1,mullets,0
94,pPREY2YTN1,mullets,0
97,pPREY1BTN1,mullets,0.00293388497084379
98,pPREY2BTN1,mullets,0
101,pPREY1LTN1,mullets,0
102,pPREY2LTN1,mullets,0
105,pPREY1OTN1,mullets,0.00169344001915306
106,pPREY2OTN1,mullets,4.60601379259629e-9
109,pPREY1SWD1,mullets,0
110,pPREY2SWD1,mullets,0
113,pPREY1WMR1,mullets,0
114,pPREY2WMR1,mullets,0
117,pPREY1BMR1,mullets,0
118,pPREY2BMR1,mullets,0
121,pPREY1BIL1,mullets,0
122,pPREY2BIL1,mullets,0
125,pPREY1AMB1,mullets,0
126,pPREY2AMB1,mullets,0
129,pPREY1JCK1,mullets,0
130,pPREY2JCK1,mullets,0
133,pPREY1KMK1,mullets,0
134,pPREY2KMK1,mullets,0
137,pPREY1SMK1,mullets,0
138,pPREY2SMK1,mullets,0
141,pPREY1SAR1,mullets,0
142,pPREY2SAR1,mullets,0
145,pPREY1LPL1,mullets,0
146,pPREY2LPL1,mullets,0
149,pPREY1DWF1,mullets,0
150,pPREY2DWF1,mullets,0
153,pPREY1MEN1,mullets,0
154,pPREY2MEN1,mullets,0
157,pPREY1PIN1,mullets,0
158,pPREY2PIN1,mullets,0
161,pPREY1MPL1,mullets,0
162,pPREY2MPL1,mullets,0
165,pPREY1SPL1,mullets,0
166,pPREY2SPL1,mullets,0
169,pPREY1TIP1,mullets,0.0846706479787827
170,pPREY2TIP1,mullets,0.0385727994143963
173,pPREY1BEN1,mullets,0
174,pPREY2BEN1,mullets,0
177,pPREY1LGS1,mullets,0.0264595784246922
178,pPREY2LGS1,mullets,0.0120540000498295
181,pPREY1FIL1,mullets,0
182,pPREY2FIL1,mullets,0
185,pPREY1SMS1,mullets,0
186,pPREY2SMS1,mullets,0
189,pPREY1RAY1,mullets,0
190,pPREY2RAY1,mullets,0
193,pPREY1BSH1,mullets,0
194,pPREY2BSH1,mullets,0
197,pPREY1WSH1,mullets,0
198,pPREY2WSH1,mullets,0
201,pPREY1PSH1,mullets,0
202,pPREY2PSH1,mullets,0
205,pPREY1OSH1,mullets,0
206,pPREY2OSH1,mullets,0
209,pPREY1DBR1,mullets,0
210,pPREY2DBR1,mullets,5.18615991040861e-7
213,pPREY1SBR1,mullets,0
214,pPREY2SBR1,mullets,8.29079999675741e-6
217,pPREY1MAN1,mullets,0
218,pPREY2MAN1,mullets,0
221,pPREY1MYS1,mullets,0
222,pPREY2MYS1,mullets,0
225,pPREY1DOL1,mullets,0.0474431365728378
226,pPREY2DOL1,mullets,0.0404738783836365
229,pPREY1DDO1,mullets,0
230,pPREY2DDO1,mullets,0
233,pPREY1LOG1,mullets,0
234,pPREY2LOG1,mullets,0
237,pPREY1KMP1,mullets,0
238,pPREY2KMP1,mullets,0
241,pPREY1TUR1,mullets,0
242,pPREY2TUR1,mullets,0
1,pPREY1GAG1,pompano,0
2,pPREY2GAG1,pompano,0
5,pPREY1RGR1,pompano,0
6,pPREY2RGR1,pompano,0
9,pPREY1SCM1,pompano,0.00680399965494871
10,pPREY2SCM1,pompano,0.00226799980737269
13,pPREY1SSR1,pompano,0.00113400002010167
14,pPREY2SSR1,pompano,3.77999996999279e-4
17,pPREY1DSR1,pompano,0.00453600008040667
18,pPREY2DSR1,pompano,0.00151199987158179
21,pPREY1RSN1,pompano,0.00377999991178513
22,pPREY2RSN1,pompano,0.00125999993178993
25,pPREY1VSN1,pompano,8.5050001507625e-4
26,pPREY2VSN1,pompano,2.83500005025417e-4
29,pPREY1LUT1,pompano,3.37499986926559e-5
30,pPREY2LUT1,pompano,0
33,pPREY1BIO1,pompano,0
34,pPREY2BIO1,pompano,0
37,pPREY1LRF1,pompano,0
38,pPREY2LRF1,pompano,0
41,pPREY1SRF1,pompano,0
42,pPREY2SRF1,pompano,0
45,pPREY1BDR1,pompano,0
46,pPREY2BDR1,pompano,0
49,pPREY1RDR1,pompano,0.019439997151494
50,pPREY2RDR1,pompano,0
53,pPREY1SEA1,pompano,8.10648023616523e-4
54,pPREY2SEA1,pompano,0
57,pPREY1SCI1,pompano,0
58,pPREY2SCI1,pompano,0
61,pPREY1LDY1,pompano,0
62,pPREY2LDY1,pompano,0
65,pPREY1MUL1,pompano,0
66,pPREY2MUL1,pompano,0
69,pPREY1POM1,pompano,0
70,pPREY2POM1,pompano,0
73,pPREY1SHP1,pompano,0
74,pPREY2SHP1,pompano,0
77,pPREY1SNK1,pompano,0
78,pPREY2SNK1,pompano,0
81,pPREY1FLT1,pompano,0
82,pPREY2FLT1,pompano,0
85,pPREY1ODF1,pompano,0
86,pPREY2ODF1,pompano,0
89,pPREY1SDF1,pompano,0
90,pPREY2SDF1,pompano,0
93,pPREY1YTN1,pompano,0
94,pPREY2YTN1,pompano,0
97,pPREY1BTN1,pompano,0
98,pPREY2BTN1,pompano,0
101,pPREY1LTN1,pompano,0
102,pPREY2LTN1,pompano,0
105,pPREY1OTN1,pompano,0
106,pPREY2OTN1,pompano,0
109,pPREY1SWD1,pompano,0
110,pPREY2SWD1,pompano,0
113,pPREY1WMR1,pompano,0
114,pPREY2WMR1,pompano,0
117,pPREY1BMR1,pompano,0
118,pPREY2BMR1,pompano,0
121,pPREY1BIL1,pompano,0
122,pPREY2BIL1,pompano,0
125,pPREY1AMB1,pompano,0
126,pPREY2AMB1,pompano,0
129,pPREY1JCK1,pompano,0
130,pPREY2JCK1,pompano,0
133,pPREY1KMK1,pompano,0
134,pPREY2KMK1,pompano,0
137,pPREY1SMK1,pompano,0
138,pPREY2SMK1,pompano,0
141,pPREY1SAR1,pompano,0
142,pPREY2SAR1,pompano,0
145,pPREY1LPL1,pompano,0
146,pPREY2LPL1,pompano,0
149,pPREY1DWF1,pompano,0
150,pPREY2DWF1,pompano,0
153,pPREY1MEN1,pompano,0
154,pPREY2MEN1,pompano,0
157,pPREY1PIN1,pompano,0
158,pPREY2PIN1,pompano,0
161,pPREY1MPL1,pompano,0
162,pPREY2MPL1,pompano,0
165,pPREY1SPL1,pompano,0
166,pPREY2SPL1,pompano,0
169,pPREY1TIP1,pompano,0.0765692964196205
170,pPREY2TIP1,pompano,0.126000002026558
173,pPREY1BEN1,pompano,0
174,pPREY2BEN1,pompano,0
177,pPREY1LGS1,pompano,0.0239279046654701
178,pPREY2LGS1,pompano,0.0393749997019768
181,pPREY1FIL1,pompano,0
182,pPREY2FIL1,pompano,0
185,pPREY1SMS1,pompano,0
186,pPREY2SMS1,pompano,0
189,pPREY1RAY1,pompano,0
190,pPREY2RAY1,pompano,0
193,pPREY1BSH1,pompano,0
194,pPREY2BSH1,pompano,0
197,pPREY1WSH1,pompano,0
198,pPREY2WSH1,pompano,0
201,pPREY1PSH1,pompano,0
202,pPREY2PSH1,pompano,0
205,pPREY1OSH1,pompano,0
206,pPREY2OSH1,pompano,0
209,pPREY1DBR1,pompano,0
210,pPREY2DBR1,pompano,6.19285507127643e-4
213,pPREY1SBR1,pompano,0
214,pPREY2SBR1,pompano,0.0099084610119462
217,pPREY1MAN1,pompano,0
218,pPREY2MAN1,pompano,0
221,pPREY1MYS1,pompano,0
222,pPREY2MYS1,pompano,0
225,pPREY1DOL1,pompano,0.0605141967535019
226,pPREY2DOL1,pompano,0.0619498156011105
229,pPREY1DDO1,pompano,0
230,pPREY2DDO1,pompano,0
233,pPREY1LOG1,pompano,0
234,pPREY2LOG1,pompano,0
237,pPREY1KMP1,pompano,0
238,pPREY2KMP1,pompano,0
241,pPREY1TUR1,pompano,0
242,pPREY2TUR1,pompano,0
1,pPREY1GAG1,sheepshead,0.0333395972847939
2,pPREY2GAG1,sheepshead,0.00928746070712805
5,pPREY1RGR1,sheepshead,0.0705599933862686
6,pPREY2RGR1,sheepshead,0.0196560006588697
9,pPREY1SCM1,sheepshead,0.280000001192093
10,pPREY2SCM1,sheepshead,0.00176903989631683
13,pPREY1SSR1,sheepshead,0.0661499947309494
14,pPREY2SSR1,sheepshead,1.47419996210374e-5
17,pPREY1DSR1,sheepshead,0.280000001192093
18,pPREY2DSR1,sheepshead,5.89680021221284e-5
21,pPREY1RSN1,sheepshead,0.0923983156681061
22,pPREY2RSN1,sheepshead,0
25,pPREY1VSN1,sheepshead,0.0661499947309494
26,pPREY2VSN1,sheepshead,1.1056499715778e-5
29,pPREY1LUT1,sheepshead,0.0314999967813492
30,pPREY2LUT1,sheepshead,8.77500046044588e-4
33,pPREY1BIO1,sheepshead,0
34,pPREY2BIO1,sheepshead,0
37,pPREY1LRF1,sheepshead,0.280000001192093
38,pPREY2LRF1,sheepshead,0
41,pPREY1SRF1,sheepshead,0.0252000000327826
42,pPREY2SRF1,sheepshead,0.0070200003683567
45,pPREY1BDR1,sheepshead,0
46,pPREY2BDR1,sheepshead,0
49,pPREY1RDR1,sheepshead,0.101878561079502
50,pPREY2RDR1,sheepshead,0.25271999835968
53,pPREY1SEA1,sheepshead,0.181439980864525
54,pPREY2SEA1,sheepshead,0.0252719987183809
57,pPREY1SCI1,sheepshead,0
58,pPREY2SCI1,sheepshead,0
61,pPREY1LDY1,sheepshead,0
62,pPREY2LDY1,sheepshead,0
65,pPREY1MUL1,sheepshead,0
66,pPREY2MUL1,sheepshead,0
69,pPREY1POM1,sheepshead,0
70,pPREY2POM1,sheepshead,0
73,pPREY1SHP1,sheepshead,0.280000001192093
74,pPREY2SHP1,sheepshead,0
77,pPREY1SNK1,sheepshead,0.280000001192093
78,pPREY2SNK1,sheepshead,0
81,pPREY1FLT1,sheepshead,0
82,pPREY2FLT1,sheepshead,0
85,pPREY1ODF1,sheepshead,0
86,pPREY2ODF1,sheepshead,0
89,pPREY1SDF1,sheepshead,0.280000001192093
90,pPREY2SDF1,sheepshead,0
93,pPREY1YTN1,sheepshead,0.151200011372566
94,pPREY2YTN1,sheepshead,0
97,pPREY1BTN1,sheepshead,0.0876148790121078
98,pPREY2BTN1,sheepshead,0.0062586423009634
101,pPREY1LTN1,sheepshead,0.0619428604841232
102,pPREY2LTN1,sheepshead,0
105,pPREY1OTN1,sheepshead,0.280000001192093
106,pPREY2OTN1,sheepshead,5.89679971518819e-10
109,pPREY1SWD1,sheepshead,0
110,pPREY2SWD1,sheepshead,0
113,pPREY1WMR1,sheepshead,0.280000001192093
114,pPREY2WMR1,sheepshead,0
117,pPREY1BMR1,sheepshead,0.280000001192093
118,pPREY2BMR1,sheepshead,0
121,pPREY1BIL1,sheepshead,0
122,pPREY2BIL1,sheepshead,0
125,pPREY1AMB1,sheepshead,0.280000001192093
126,pPREY2AMB1,sheepshead,0
129,pPREY1JCK1,sheepshead,0.280000001192093
130,pPREY2JCK1,sheepshead,0
133,pPREY1KMK1,sheepshead,0
134,pPREY2KMK1,sheepshead,0
137,pPREY1SMK1,sheepshead,0.157500013709068
138,pPREY2SMK1,sheepshead,1.57949994900264e-4
141,pPREY1SAR1,sheepshead,0
142,pPREY2SAR1,sheepshead,0
145,pPREY1LPL1,sheepshead,0.279770404100418
146,pPREY2LPL1,sheepshead,0.00353807979263365
149,pPREY1DWF1,sheepshead,0
150,pPREY2DWF1,sheepshead,0
153,pPREY1MEN1,sheepshead,0
154,pPREY2MEN1,sheepshead,0
157,pPREY1PIN1,sheepshead,0
158,pPREY2PIN1,sheepshead,0
161,pPREY1MPL1,sheepshead,0.211680009961128
162,pPREY2MPL1,sheepshead,0
165,pPREY1SPL1,sheepshead,0.280000001192093
166,pPREY2SPL1,sheepshead,0
169,pPREY1TIP1,sheepshead,0.167952820658684
170,pPREY2TIP1,sheepshead,0.00126359995920211
173,pPREY1BEN1,sheepshead,0
174,pPREY2BEN1,sheepshead,0
177,pPREY1LGS1,sheepshead,0.052485257387161303
178,pPREY2LGS1,sheepshead,3.94874979974702e-4
181,pPREY1FIL1,sheepshead,0
182,pPREY2FIL1,sheepshead,0
185,pPREY1SMS1,sheepshead,0
186,pPREY2SMS1,sheepshead,0
189,pPREY1RAY1,sheepshead,0
190,pPREY2RAY1,sheepshead,0
193,pPREY1BSH1,sheepshead,0
194,pPREY2BSH1,sheepshead,0
197,pPREY1WSH1,sheepshead,0
198,pPREY2WSH1,sheepshead,0
201,pPREY1PSH1,sheepshead,0
202,pPREY2PSH1,sheepshead,0
205,pPREY1OSH1,sheepshead,0
206,pPREY2OSH1,sheepshead,0
209,pPREY1DBR1,sheepshead,0.226799979805946
210,pPREY2DBR1,sheepshead,0.18953999876976
213,pPREY1SBR1,sheepshead,0.280000001192093
214,pPREY2SBR1,sheepshead,0.00772859808057547
217,pPREY1MAN1,sheepshead,0
218,pPREY2MAN1,sheepshead,0
221,pPREY1MYS1,sheepshead,0
222,pPREY2MYS1,sheepshead,0
225,pPREY1DOL1,sheepshead,0.0941331908106804
226,pPREY2DOL1,sheepshead,0.0483208559453487
229,pPREY1DDO1,sheepshead,0
230,pPREY2DDO1,sheepshead,0
233,pPREY1LOG1,sheepshead,0
234,pPREY2LOG1,sheepshead,0
237,pPREY1KMP1,sheepshead,0
238,pPREY2KMP1,sheepshead,0
241,pPREY1TUR1,sheepshead,0
242,pPREY2TUR1,sheepshead,0
1,pPREY1GAG1,snook,0
2,pPREY2GAG1,snook,0
5,pPREY1RGR1,snook,0
6,pPREY2RGR1,snook,0
9,pPREY1SCM1,snook,0.4
10,pPREY2SCM1,snook,0.254741758108139
13,pPREY1SSR1,snook,0.0755999907851219
14,pPREY2SSR1,snook,0.0424569621682167
17,pPREY1DSR1,snook,0.30239999294281
18,pPREY2DSR1,snook,0.169827848672867
21,pPREY1RSN1,snook,0.251999974250793
22,pPREY2RSN1,snook,0.141523227095604
25,pPREY1VSN1,snook,0.0810000002384186
26,pPREY2VSN1,snook,0.045489601790905
29,pPREY1LUT1,snook,0
30,pPREY2LUT1,snook,0
33,pPREY1BIO1,snook,0
34,pPREY2BIO1,snook,0
37,pPREY1LRF1,snook,0
38,pPREY2LRF1,snook,0
41,pPREY1SRF1,snook,0
42,pPREY2SRF1,snook,0
45,pPREY1BDR1,snook,0
46,pPREY2BDR1,snook,0
49,pPREY1RDR1,snook,0.0489600002765656
50,pPREY2RDR1,snook,0
53,pPREY1SEA1,snook,0.0489600002765656
54,pPREY2SEA1,snook,0.00148478057235479
57,pPREY1SCI1,snook,0
58,pPREY2SCI1,snook,0
61,pPREY1LDY1,snook,0
62,pPREY2LDY1,snook,0
65,pPREY1MUL1,snook,0
66,pPREY2MUL1,snook,0
69,pPREY1POM1,snook,0
70,pPREY2POM1,snook,0
73,pPREY1SHP1,snook,0
74,pPREY2SHP1,snook,0
77,pPREY1SNK1,snook,0
78,pPREY2SNK1,snook,0
81,pPREY1FLT1,snook,0
82,pPREY2FLT1,snook,0
85,pPREY1ODF1,snook,0
86,pPREY2ODF1,snook,0
89,pPREY1SDF1,snook,0
90,pPREY2SDF1,snook,0
93,pPREY1YTN1,snook,0
94,pPREY2YTN1,snook,0
97,pPREY1BTN1,snook,0
98,pPREY2BTN1,snook,0
101,pPREY1LTN1,snook,0
102,pPREY2LTN1,snook,0
105,pPREY1OTN1,snook,0
106,pPREY2OTN1,snook,2.88707315831971e-8
109,pPREY1SWD1,snook,0
110,pPREY2SWD1,snook,0
113,pPREY1WMR1,snook,0
114,pPREY2WMR1,snook,0
117,pPREY1BMR1,snook,0
118,pPREY2BMR1,snook,0
121,pPREY1BIL1,snook,0
122,pPREY2BIL1,snook,0
125,pPREY1AMB1,snook,0
126,pPREY2AMB1,snook,0
129,pPREY1JCK1,snook,0
130,pPREY2JCK1,snook,0
133,pPREY1KMK1,snook,0
134,pPREY2KMK1,snook,0
137,pPREY1SMK1,snook,0
138,pPREY2SMK1,snook,0
141,pPREY1SAR1,snook,0
142,pPREY2SAR1,snook,0
145,pPREY1LPL1,snook,0
146,pPREY2LPL1,snook,0
149,pPREY1DWF1,snook,0
150,pPREY2DWF1,snook,0
153,pPREY1MEN1,snook,0
154,pPREY2MEN1,snook,0
157,pPREY1PIN1,snook,0
158,pPREY2PIN1,snook,0
161,pPREY1MPL1,snook,0
162,pPREY2MPL1,snook,0
165,pPREY1SPL1,snook,0
166,pPREY2SPL1,snook,0
169,pPREY1TIP1,snook,0
170,pPREY2TIP1,snook,0
173,pPREY1BEN1,snook,0
174,pPREY2BEN1,snook,0
177,pPREY1LGS1,snook,0
178,pPREY2LGS1,snook,0
181,pPREY1FIL1,snook,0
182,pPREY2FIL1,snook,0
185,pPREY1SMS1,snook,0
186,pPREY2SMS1,snook,0
189,pPREY1RAY1,snook,0
190,pPREY2RAY1,snook,0
193,pPREY1BSH1,snook,0
194,pPREY2BSH1,snook,0
197,pPREY1WSH1,snook,0
198,pPREY2WSH1,snook,0
201,pPREY1PSH1,snook,0
202,pPREY2PSH1,snook,0
205,pPREY1OSH1,snook,0
206,pPREY2OSH1,snook,0
209,pPREY1DBR1,snook,0
210,pPREY2DBR1,snook,4.67999983811751e-4
213,pPREY1SBR1,snook,0
214,pPREY2SBR1,snook,0.378390610218048
217,pPREY1MAN1,snook,0
218,pPREY2MAN1,snook,0
221,pPREY1MYS1,snook,0
222,pPREY2MYS1,snook,0
225,pPREY1DOL1,snook,0.4
226,pPREY2DOL1,snook,0.4
229,pPREY1DDO1,snook,0
230,pPREY2DDO1,snook,0
233,pPREY1LOG1,snook,0
234,pPREY2LOG1,snook,0
237,pPREY1KMP1,snook,0
238,pPREY2KMP1,snook,0
241,pPREY1TUR1,snook,0
242,pPREY2TUR1,snook,0
1,pPREY1GAG1,flatfish,9.75183229456889e-6
2,pPREY2GAG1,flatfish,0
5,pPREY1RGR1,flatfish,2.06387994694524e-5
6,pPREY2RGR1,flatfish,0
9,pPREY1SCM1,flatfish,9.28746012505144e-5
10,pPREY2SCM1,flatfish,1.90512029803358e-4
13,pPREY1SSR1,flatfish,1.54790996020893e-5
14,pPREY2SSR1,flatfish,3.17520025419071e-5
17,pPREY1DSR1,flatfish,0.00544864311814308
18,pPREY2DSR1,flatfish,1.27008010167629e-4
21,pPREY1RSN1,flatfish,5.15969986736309e-5
22,pPREY2RSN1,flatfish,1.05840008473024e-4
25,pPREY1VSN1,flatfish,0.00102162058465183
26,pPREY2VSN1,flatfish,2.38140037254198e-5
29,pPREY1LUT1,flatfish,3.31694987835363e-4
30,pPREY2LUT1,flatfish,9.45000010688091e-6
33,pPREY1BIO1,flatfish,0
34,pPREY2BIO1,flatfish,0
37,pPREY1LRF1,flatfish,0
38,pPREY2LRF1,flatfish,0
41,pPREY1SRF1,flatfish,3.68549983249977e-4
